,LATITUDE,LONGITUDE
535,61.96598,132.35672
536,61.95953,132.17586
537,61.95948,132.17594
538,61.9618,132.01253
539,61.98613,131.93161
540,62.00886,131.76608
541,62.00884,131.76261
542,62.09028,131.45181
543,62.15058,131.06516
544,62.15543,130.9623
545,61.97113,129.92725
546,61.95192,129.90044
547,61.93789,129.90386
548,61.93869,129.90367
549,61.96158,129.91467
550,62.04038,129.74217
551,62.05582,129.74053
552,62.06368,129.74165
553,62.07696,129.7421
554,62.08328,129.72528
555,62.08398,129.72527
556,62.08351,129.72511
557,62.08887,129.71623
558,62.08961,129.71413
559,62.08881,129.70841
560,62.09155,129.7078
561,62.09085,129.70728
562,62.08895,129.71057
563,62.0878,129.72266
564,62.08348,129.72878
565,62.07853,129.74179
566,62.07722,129.74179
567,62.07856,129.74176
568,62.06308,129.74051
569,62.06128,129.74072
570,62.04266,129.74133
571,62.04998,129.71961
572,62.04854,129.73765
573,62.03775,129.75435
574,62.0378,129.7544
575,63.31391,139.91328
576,63.3581,140.06477
577,63.37685,140.1639
578,63.40852,140.33956
579,63.42798,140.41656
580,63.43872,140.63586
581,63.46358,140.70233
582,63.46355,140.70232
583,63.48856,140.69983
584,62.02473,129.695
585,62.04466,129.74115
586,62.02608,129.7345
587,62.02868,129.64148
588,61.9815,129.67162
589,61.96155,129.90318
590,61.97074,129.90563
591,61.98918,129.89294
592,61.99583,129.78267
593,62.02783,129.75963
594,62.02949,129.74377
595,62.03066,129.7417
596,62.03084,129.74155
597,62.0309,129.74144
598,62.02771,129.73612
599,62.02757,129.73523
600,62.03762,129.72598
601,62.03985,129.72253
602,62.04361,129.72302
603,62.04569,129.72121
604,62.0483,129.71286
605,62.04751,129.71677
606,62.04213,129.72804
607,62.04214,129.72716
608,62.04272,129.72672
609,62.04245,129.72621
610,62.03452,129.75824
611,62.03625,129.75696
612,62.03622,129.75697
613,62.04141,129.75792
614,62.04144,129.758
615,62.03755,129.7572
616,62.03545,129.75803
617,63.2817,118.35378
618,62.02649,129.71686
619,62.0415,129.72214
620,62.04165,129.73306
621,62.03428,129.7252
622,62.02797,129.71707
623,62.02542,129.71878
624,62.1134,129.75194
625,62.11387,129.75104
626,62.11573,129.751
627,62.13535,129.77426
628,62.13215,129.77458
629,62.07498,129.79668
630,62.06742,129.8133
631,62.05964,129.82283
632,62.05924,129.82364
633,62.00273,129.77657
634,62.01923,129.77244
635,62.03058,129.7412
636,62.046,129.72108
637,62.03679,129.75721
638,62.02541,129.71849
639,62.04364,129.72289
640,62.04907,129.72536
641,62.05037,129.725
642,62.05038,129.725
643,62.04621,129.72952
644,62.03462,129.72595
645,62.03155,129.71999
646,62.02987,129.71417
647,62.11385,129.75082
648,62.11791,129.79971
649,62.11941,129.80016
650,62.06732,129.81389
651,62.06463,129.82034
652,62.05855,129.82405
653,62.06648,129.81744
654,62.06747,129.81354
655,62.06867,129.81043
656,62.06722,129.815
657,62.06633,129.81789
658,62.06443,129.82124
659,62.05716,129.82527
660,62.0595,129.82307
661,62.06093,129.82195
662,62.0669,129.81636
663,62.06419,129.82079
664,62.06548,129.81929
665,62.06526,129.81958
666,62.06528,129.81955
667,62.06836,129.8093
668,62.06856,129.81088
669,62.06743,129.7945
670,62.06667,129.79272
671,62.06861,129.81021
672,62.06805,129.81146
673,62.06366,129.8211
674,62.06385,129.82106
675,62.06785,129.81511
676,62.06865,129.81158
677,62.06871,129.81053
678,62.06872,129.81047
679,62.03339,129.75123
680,60.57179,121.99706
681,60.57193,122.08401
682,60.57215,122.09047
683,60.57199,122.10264
684,60.57188,122.1033
685,60.57203,122.12084
686,60.57228,122.13332
687,60.57175,122.15787
688,60.57215,122.15968
689,60.57178,122.15908
690,60.57238,122.14036
691,60.57229,122.13461
692,60.57211,122.13552
693,60.57229,122.13442
694,60.57193,122.09851
695,60.57201,122.10182
696,60.57195,122.09175
697,60.57217,122.09004
698,60.57215,122.08089
699,60.57182,122.00439
700,60.57188,122.00561
701,60.57179,122.00128
702,60.57177,121.9965
703,60.57182,121.99712
704,60.57176,121.99653
705,60.56992,121.95619
706,60.56803,121.93177
707,60.56811,121.87012
708,60.56888,121.84763
709,60.56936,121.8074
710,60.56929,121.78649
711,60.5694,121.78654
712,60.5762,121.70503
713,60.57703,121.70238
714,60.57745,121.70083
715,60.59623,121.65504
716,60.59586,121.65546
717,60.6058,121.63914
718,60.60839,121.63406
719,60.61181,121.62716
720,60.61601,121.61735
721,60.62682,121.58474
722,60.6302,121.57098
723,60.6268,121.58468
724,60.63904,121.52441
725,60.63877,121.52533
726,62.03667,129.72298
727,62.03406,129.72812
728,62.03455,129.72871
729,62.03474,129.72882
730,63.28354,118.31115
731,63.2835,118.306
732,63.28348,118.30604
733,63.28776,118.33345
734,63.28454,118.33658
735,63.28055,118.34279
736,63.28085,118.3429
737,63.28443,118.40605
738,63.28452,118.40849
739,63.29387,118.40915
740,63.28888,118.37257
741,63.28885,118.37258
742,63.28387,118.34957
743,63.28398,118.34944
744,63.30607,118.43907
745,63.2837,118.34945
746,63.2838,118.3495
747,63.28387,118.34947
748,62.03422,129.72545
749,62.03417,129.72546
750,62.04112,129.72195
751,62.03941,129.72272
752,62.04466,129.72491
753,62.05614,129.73461
754,62.05555,129.73392
755,62.04299,129.72536
756,62.04352,129.72249
757,62.04292,129.7248
758,62.03706,129.72275
759,62.02656,129.69851
760,62.0268,129.69804
761,62.0268,129.69803
762,62.02636,129.69816
763,62.02762,129.70142
764,62.04282,129.72562
765,62.04284,129.72557
766,60.74465,114.9239
767,60.74702,114.9338
768,60.74673,114.93287
769,60.74242,114.9222
770,60.74246,114.92231
771,60.73833,114.92424
772,60.7257,114.92675
773,60.57218,122.09008
774,60.61995,121.607
775,62.03135,129.70986
776,63.28196,118.33799
777,63.28608,118.35813
778,63.28444,118.40607
779,63.30623,118.43066
780,62.04926,129.73532
781,62.04284,129.72565
782,60.74466,114.92479
783,62.04278,129.72227
784,60.72296,114.92585
785,60.723,114.92632
786,60.72215,114.92705
787,60.72194,114.92516
788,60.72192,114.92518
789,60.72179,114.92427
790,60.7272,114.93172
791,60.72659,114.92695
792,60.72679,114.93066
793,60.72787,114.92665
794,60.73004,114.92657
795,60.74358,114.92364
796,60.73842,114.92423
797,60.7446,114.92396
798,60.74459,114.92406
799,61.97953,132.42712
800,61.97789,132.42136
801,61.97646,132.41415
802,61.97531,132.40681
803,61.96994,132.37615
804,61.96994,132.37614
805,61.96543,132.34904
806,61.97211,132.26077
807,61.954,132.1024
808,61.96099,132.01671
809,61.96846,131.99094
810,61.99867,131.87407
811,62.00339,131.82877
812,62.00644,131.79381
813,62.00886,131.76259
814,62.02774,131.72804
815,62.05605,131.65909
816,62.05877,131.64496
817,62.07222,131.56435
818,62.07904,131.50024
819,62.08876,131.46571
820,62.09286,131.37175
821,62.10152,131.32219
822,62.13977,131.18484
823,62.14688,131.15222
824,62.1488,131.00415
825,62.15677,130.93623
826,62.15815,130.89226
827,62.16505,130.77966
828,62.17259,130.7451
829,62.18638,130.68301
830,61.95194,129.90045
831,61.95195,129.9004
832,61.94505,129.90169
833,61.93706,129.90407
834,61.93822,129.90381
835,61.94014,129.90325
836,61.94903,129.90047
837,61.95517,129.90213
838,61.95514,129.90218
839,61.96184,129.91528
840,61.96183,129.9153
841,61.9662,129.92365
842,61.9633,129.91817
843,61.96354,129.91873
844,61.96425,129.92062
845,61.97107,129.92751
846,61.97097,129.9274
847,62.03999,129.74187
848,62.04591,129.74042
849,62.05683,129.74061
850,62.05691,129.74063
851,62.07754,129.74218
852,62.08441,129.73598
853,62.08558,129.7358
854,62.08562,129.73577
855,62.0842,129.7252
856,62.08425,129.72523
857,62.08799,129.72283
858,62.08862,129.70956
859,62.09251,129.70718
860,62.09264,129.70708
861,62.09261,129.70703
862,62.09229,129.70752
863,62.0924,129.70773
864,62.0895,129.7142
865,62.08946,129.71415
866,62.08928,129.71458
867,62.08889,129.71591
868,62.04494,129.7403
869,62.04182,129.74072
870,62.04647,129.73016
871,62.04636,129.72953
872,62.0484,129.73656
873,62.04682,129.731
874,62.04848,129.73764
875,62.04904,129.75141
876,62.04912,129.7533
877,62.04882,129.75862
878,62.04881,129.75883
879,60.72482,114.99184
880,60.72554,114.99972
881,62.04032,129.75214
882,62.04046,129.75483
883,62.03772,129.75443
884,62.03773,129.75662
885,62.03166,129.76169
886,62.03163,129.76007
887,62.02923,129.7577
888,62.0352,129.72018
889,63.30541,139.8928
890,63.31397,139.91324
891,63.34744,140.03699
892,63.35955,140.07023
893,63.36711,140.10605
894,63.37601,140.14725
895,63.3807,140.20343
896,63.38207,140.21167
897,63.38607,140.23308
898,63.39522,140.2933
899,63.39712,140.30157
900,63.4707,140.69946
901,61.96184,132.01252
902,62.16726,130.77065
903,62.05138,129.74017
904,62.07687,129.74205
905,62.0815,129.7422
906,62.08865,129.70941
907,62.02846,129.75005
908,63.28174,118.3539
909,63.28174,118.354
910,62.11409,129.74995
911,62.06082,129.8218
912,62.05853,129.82405
913,62.08154,129.79803
914,62.06663,129.79275
915,62.0686,129.80992
916,60.57208,122.08798
917,60.57182,122.00385
918,60.5694,121.80218
919,60.57936,121.69406
920,60.60511,121.64031
921,63.28253,118.34069
922,63.28753,118.33299
923,63.2845,118.35027
924,62.05618,129.73457
925,62.03133,129.70981
926,60.72281,114.92653
927,60.72215,114.92433
928,60.72727,114.93356
929,60.74449,114.92388
930,62.07367,131.58331
931,62.09552,131.35783
932,62.09788,131.34637
933,62.14885,131.00417
934,62.17267,130.74513
935,62.04102,129.7419
936,62.05531,129.74043
937,62.06976,129.74207
938,62.08409,129.74202
939,62.08409,129.73463
940,62.0905,129.70704
941,62.09143,129.70782
942,62.08992,129.70685
943,62.08759,129.7196
944,62.07752,129.7419
945,62.0507,129.73923
946,62.04218,129.74133
947,62.03774,129.7566
948,62.02932,129.75473
949,63.30724,139.89708
950,63.43663,140.57596
951,63.46695,140.70105
952,62.0787,129.79846
953,62.04301,129.72462
954,60.72721,114.93173
955,61.97617,132.41235
956,62.04747,129.73326
957,63.36713,140.10603
958,63.43341,140.484
959,53.03751,82.86606
960,53.03754,82.86695
961,53.03698,82.86882
962,53.03677,82.86903
963,53.0358,82.87007
964,53.03592,82.87128
965,53.03735,82.86767
966,53.03705,82.86837
967,53.03593,82.86988
968,53.03561,82.87152
969,53.03558,82.87159
970,53.03516,82.87201
971,53.0346,82.87226
972,53.03457,82.87129
973,53.0346,82.87288
974,53.02837,82.89925
975,53.03564,82.87154
976,53.03487,82.87229
977,53.03231,82.87382
978,53.03228,82.87379
979,53.02785,82.89993
980,71.41985,114.50741
981,71.41636,114.51556
982,71.4166,114.51489
983,71.41246,114.52693
984,71.4009,114.60131
985,71.39871,114.63695
986,67.28775,83.12279
987,71.41012,114.53383
988,71.40045,114.61793
989,55.66133,86.21455
990,55.66351,86.22018
991,55.66237,86.21072
992,55.66434,86.20932
993,55.67138,86.20053
994,55.67099,86.20065
995,55.66663,86.1899
996,55.67127,86.18566
997,55.67417,86.1812
998,55.67617,86.17732
999,55.67617,86.17731
1000,55.6763,86.17744
1001,55.67638,86.17923
1002,55.67637,86.17924
1003,55.67664,86.17959
1004,60.94826,76.52906
1005,60.94959,76.52984
1006,60.96465,76.53074
1007,60.9794,76.50326
1008,60.98665,76.47052
1009,60.98777,76.46037
1010,60.9878,76.44673
1011,61.02133,76.37695
1012,61.037,76.35663
1013,61.04571,76.34638
1014,61.04979,76.33835
1015,61.04979,76.33838
1016,61.06232,76.27583
1017,61.0553,76.30613
1018,61.06904,76.24492
1019,61.06904,76.24491
1020,61.06723,76.21658
1021,61.06657,76.21339
1022,61.06382,76.18676
1023,61.06394,76.18732
1024,61.06378,76.18591
1025,61.05768,76.15798
1026,58.1619,78.86307
1027,58.16298,78.86277
1028,58.1618,78.863
1029,58.16337,78.87302
1030,58.16129,78.86703
1031,58.1611,78.86525
1032,58.16169,78.86361
1033,56.15299,101.63651
1034,56.15292,101.63657
1035,54.76653,82.5211
1036,54.76683,82.51831
1037,54.76681,82.51827
1038,54.76733,82.51179
1039,54.76746,82.51018
1040,54.76746,82.51031
1041,54.76779,82.50955
1042,54.76946,82.50489
1043,60.9878,76.44674
1044,61.05117,76.33002
1045,61.05314,76.31599
1046,61.05948,76.28838
1047,58.16156,78.87678
1048,56.15304,101.63652
1049,54.76567,82.5322
1050,54.76524,82.53708
1051,54.76714,82.51383
1052,53.34461,83.63449
1053,53.33167,83.65048
1054,53.3316,83.65083
1055,54.76866,82.50797
1056,53.32685,83.69233
1057,53.3273,83.69083
1058,53.32767,83.70039
1059,53.33087,83.69827
1060,53.32976,83.69665
1061,53.32978,83.69698
1062,53.32993,83.69386
1063,53.34258,83.69564
1064,53.35893,83.70053
1065,53.35934,83.70155
1066,53.36795,83.70807
1067,53.37758,83.7133
1068,53.38009,83.71351
1069,53.38013,83.71387
1070,56.00963,92.84028
1071,53.34656,83.67693
1072,53.34655,83.67697
1073,56.06426,92.88139
1074,56.06437,92.88217
1075,56.06438,92.88219
1076,56.06471,92.88306
1077,56.03351,92.83149
1078,56.03172,92.83501
1079,56.03198,92.83352
1080,56.02969,92.83128
1081,56.03143,92.83487
1082,56.03175,92.83408
1083,56.03151,92.83453
1084,56.03167,92.83511
1085,56.0316,92.83491
1086,53.3385,83.75067
1087,53.33005,83.76004
1088,53.33051,83.75968
1089,53.32615,83.76426
1090,53.31095,83.74334
1091,53.31098,83.74331
1092,56.58516,84.91669
1093,56.59549,84.90777
1094,56.59812,84.90351
1095,56.60071,84.90036
1096,56.60068,84.90036
1097,56.24739,90.50073
1098,56.24674,90.50273
1099,56.24788,90.50016
1100,56.25003,90.50011
1101,56.25018,90.50349
1102,56.25672,90.49493
1103,56.25644,90.48987
1104,56.2567,90.49492
1105,53.87755,86.75618
1106,53.88916,86.7486
1107,53.89274,86.7468
1108,53.89552,86.74464
1109,53.89183,86.73105
1110,53.89115,86.72823
1111,53.88654,86.72603
1112,53.88318,86.7178
1113,53.87574,86.67494
1114,53.87487,86.66784
1115,53.87417,86.6568
1116,53.87413,86.65148
1117,53.87395,86.64128
1118,53.87177,86.64118
1119,53.86859,86.63915
1120,53.86855,86.64129
1121,53.7314,91.41359
1122,53.73142,91.41796
1123,55.02098,82.91739
1124,55.02317,82.90843
1125,55.05285,82.89593
1126,55.05194,82.89701
1127,55.05334,82.8971
1128,55.06043,82.91522
1129,55.06347,82.92312
1130,55.06456,82.92588
1131,55.06626,82.92933
1132,52.57494,85.20045
1133,52.57966,85.25409
1134,52.58178,85.25759
1135,53.33817,83.75126
1136,53.33005,83.76002
1137,53.30982,83.7609
1138,53.30674,83.75799
1139,53.8417,86.7941
1140,53.85148,86.7875
1141,53.8601,86.77491
1142,53.89547,86.74424
1143,53.89297,86.73414
1144,53.8805,86.68149
1145,53.87508,86.66944
1146,53.87508,86.66943
1147,53.87414,86.65087
1148,53.86857,86.63694
1149,53.73096,91.41435
