,LATITUDE,LONGITUDE
462,53.18364,45.06887
463,53.17734,45.11215
464,53.17497,45.11021
465,53.17713,45.11159
466,53.17497,45.11028
467,53.18517,45.06941
468,53.17466,45.10913
469,53.18865,45.06964
470,53.17643,45.11174
471,53.18513,45.0478
472,53.18867,45.06947
473,53.18717,45.06976
474,53.17696,45.11233
475,53.1824,45.06867
476,53.18636,45.07109
477,53.17497,45.10975
478,53.17711,45.06796
479,53.17572,45.11252
480,53.18625,45.0712
481,53.18162,45.06874
482,53.17713,45.06792
483,53.18437,45.06892
484,52.03977,47.3664
485,52.03985,47.36629
486,52.05758,47.36259
487,52.10751,47.74492
488,52.12353,46.84985
489,52.10441,47.44261
490,52.04013,47.38324
491,52.04668,47.37446
492,52.04134,47.36496
493,52.10198,47.46507
494,52.04586,47.36404
495,52.13466,47.01473
496,52.05718,47.36297
497,52.039,47.36637
498,52.04117,46.73454
499,52.03964,47.3821
500,52.03965,47.38218
501,52.0385,47.38345
502,52.04477,47.36319
503,52.0383,46.73077
504,52.10694,47.41975
505,52.0189,48.81915
506,52.00754,48.8075
507,52.02877,48.75408
508,52.02014,47.84793
509,52.01673,48.81821
510,52.0084,48.80826
511,52.02099,47.849
512,52.03013,48.78773
513,52.02247,48.81928
514,52.02931,48.8277
515,52.02281,48.81724
516,52.02504,48.80038
517,52.02323,48.81393
518,52.02936,48.75115
519,52.01565,48.81778
520,52.02236,48.82022
521,52.02846,48.79267
522,52.02936,48.78762
523,52.03118,48.74688
524,51.99913,47.8152
525,52.02826,48.78193
526,52.0256,48.79953
527,52.0293,48.82772
528,52.02182,48.82034
529,52.02952,48.79522
530,52.03122,48.79283
531,52.0251,48.80076
532,53.2181,48.76041
533,53.19606,48.31477
534,52.08651,48.66885
535,52.07755,48.41293
536,52.99856,48.32856
537,52.09616,48.65324
538,52.11271,48.61291
539,52.03646,48.74414
540,52.09644,48.65284
541,52.03275,48.78884
542,53.25381,49.03873
543,52.10758,48.59215
544,52.09733,48.53116
545,53.19707,48.37098
546,52.11301,48.60646
547,52.03359,48.83435
548,52.07703,48.42287
549,52.03879,48.73879
550,53.11648,48.34491
551,53.19035,48.15565
552,53.21076,48.47933
553,53.25113,49.16017
554,53.25118,49.16022
555,52.10859,48.34932
556,53.25626,49.12825
557,52.11188,48.62555
558,53.20948,48.51847
559,52.05429,47.88125
560,52.39523,47.98167
561,52.03287,48.7897
562,52.46669,48.01692
563,52.09974,48.64797
564,52.07496,48.69963
565,52.10787,48.35202
566,52.07958,48.68468
567,52.03263,48.79166
568,52.07982,48.68362
569,53.01875,48.3331
570,52.0322,48.78766
571,53.35177,50.23345
572,53.35257,50.23293
573,53.12486,50.17003
574,53.08637,50.06194
575,53.08496,50.1407
576,53.3524,50.23311
577,46.86626,42.05604
578,46.85753,42.03844
579,46.86598,42.02296
580,46.60426,42.58173
581,48.32853,40.26399
582,48.31871,40.26043
583,48.04825,40.03706
584,51.56367,34.68314
585,51.74343,36.15277
586,51.79081,36.16964
587,51.80501,36.16871
588,53.25897,34.44542
589,53.25733,34.45135
590,46.83487,42.04958
591,46.6162,42.59371
592,46.60343,42.58094
593,50.19357,39.58771
594,51.74754,36.23666
595,51.71769,36.14089
596,51.74051,36.15428
597,51.8105,36.18356
598,51.80667,36.17325
599,53.25812,34.45353
600,52.97157,36.0852
601,51.25353,37.63508
602,51.25461,37.63678
603,51.35521,37.832
604,51.25572,37.64005
605,51.2545,37.63672
606,51.66546,39.24772
607,51.62091,39.27347
608,51.65603,39.24439
609,51.66583,39.24773
610,51.7162,39.18121
611,51.55937,38.24431
612,51.63393,39.17625
613,52.13108,39.19805
614,52.43033,38.8245
615,52.62564,38.6567
616,52.47211,39.37221
617,52.92956,38.21376
618,53.08897,38.17009
619,52.88852,38.24613
620,52.53235,38.73976
621,52.69003,38.53967
622,52.68524,38.5461
623,52.21851,39.13177
624,52.74656,38.45993
625,56.23338,34.25753
626,56.2335,34.2677
627,56.23361,34.25928
628,56.23339,34.2576
629,56.2329,34.25706
630,56.23361,34.2578
631,56.2338,34.25956
632,56.23329,34.25722
633,56.23418,34.262
634,56.233,34.25721
635,56.23291,34.25752
636,56.23362,34.2611
637,56.23299,34.25722
638,56.23231,34.25379
639,56.23426,34.26176
640,56.2335,34.26702
641,56.23351,34.25728
642,56.2445,34.26809
643,55.52587,36.31737
644,54.39963,38.16134
645,54.67462,38.15574
646,53.45755,38.14549
647,54.03702,38.28046
648,54.49185,38.1731
649,54.68601,38.15879
650,54.75568,38.14221
651,54.59928,38.16878
652,53.90768,38.04741
653,54.76722,38.13584
654,54.59073,38.16757
655,54.07965,38.16709
656,54.07965,38.16704
657,54.67459,38.15575
658,54.39953,38.16122
659,54.71458,38.16017
660,54.65155,38.15684
661,54.77808,38.13005
662,54.40491,38.16683
663,54.03715,38.28027
664,53.48088,38.12006
665,54.61265,38.16566
666,54.42297,38.18268
667,53.60072,38.10152
668,54.52544,38.16799
669,54.03703,38.28033
670,54.25946,38.15212
671,54.50052,38.17261
672,53.83175,38.04469
673,54.05299,38.03102
674,54.02425,38.01196
675,53.6699,38.04703
676,54.39315,38.15543
677,54.62082,38.1636
678,54.03703,38.28034
679,53.83159,38.04462
680,53.94215,38.01938
681,52.73669,38.48999
682,52.90386,38.21714
683,56.23361,34.26357
684,54.03713,38.28019
685,54.09668,38.04576
686,54.07996,38.16662
687,54.53928,38.16532
688,53.4645,38.13261
689,53.79084,38.00629
690,54.43286,38.1854
691,54.55098,38.16254
692,54.67986,38.15879
693,54.00009,38.01209
694,54.51223,38.1714
695,54.39373,38.15561
696,54.19094,38.08841
697,53.21245,50.64542
698,51.49651,45.81631
699,51.09736,45.64888
700,51.91788,46.5585
701,51.87758,46.50761
702,51.8305,46.42558
703,51.97369,46.64541
704,53.1887,45.06976
705,53.17592,45.11223
706,53.17704,45.11154
707,53.17729,45.11181
708,53.17425,45.10161
709,53.18063,45.06858
710,53.17488,45.10795
711,53.18391,45.06887
712,53.18712,45.0689
713,53.17891,45.06862
714,53.18391,45.06885
715,53.17991,45.05953
716,53.17387,45.07011
717,53.17411,45.10349
718,53.17864,45.06879
719,53.17608,45.06684
720,52.01193,46.69025
721,53.17487,45.10801
722,53.18525,45.0698
723,53.18421,45.06884
724,53.18641,45.07175
725,53.18765,45.06937
726,53.18544,45.06956
727,53.17467,45.10966
728,53.18769,45.06938
729,53.17438,45.10972
730,53.18838,45.07
731,52.04464,47.36345
732,52.12751,46.98969
